SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,303.15,3.886e-05,ethylene glycol,OCCO,10.1021/acs.jced.0c00394
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,303.15,0.0001087,ethylene glycol,OCCO,10.1021/acs.jced.0c00371
COc1cc([N+](=O)[O-])ccc1N,303.15,0.004241,ethylene glycol,OCCO,10.1021/acs.jced.0c00041
Cc1cc(=O)oc2cc(N)ccc12,303.15,0.0009739,ethylene glycol,OCCO,10.1021/acs.jced.9b00873
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,0.0003996,ethylene glycol,OCCO,10.1021/acs.jced.9b00471
CCCc1cc(=O)[nH]c(=S)[nH]1,303.15,0.00996,ethylene glycol,OCCO,10.1021/acs.jced.9b00201
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],303.15,0.003624,ethylene glycol,OCCO,10.1021/acs.jced.8b01055
O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,303.15,0.0003958,ethylene glycol,OCCO,10.1021/acs.jced.8b00732
O=C(O)c1ccccc1,303.15,0.0689,ethylene glycol,OCCO,10.1016/j.jct.2020.106234
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.004756,ethylene glycol,OCCO,10.1016/j.jct.2019.01.013
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,303.15,0.00859,ethylene glycol,OCCO,10.1016/j.jct.2016.05.003
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.0006365,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00376
c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,6e-07,cyclohexane,C1CCCCC1,10.1021/acs.jced.1c00163
CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,0.002749,cyclohexane,C1CCCCC1,10.1021/acs.jced.1c00037
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,1.09e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.1c00062
NC(=O)[C@@H]1CCCN1,303.15,0.00051,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00961
Nc1cccc(Cl)c1C(=O)O,303.15,0.000155,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00320
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.006861,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00122
C=CC(=O)NC(C)(C)CS(=O)(=O)O,303.15,0.0002289,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00578
O=C(O)Cc1ccccc1[N+](=O)[O-],303.15,2.944e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00543
O=C(O)Cc1ccc([N+](=O)[O-])cc1,303.15,4.117e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.0c00182
Oc1ccc(OCc2ccccc2)cc1,303.15,0.00396,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00817
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],303.15,0.000137,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b01036
Cc1c(Br)cccc1C(=O)O,303.15,0.00162,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b01007
CN(C)Cc1c[nH]c2ccccc12,303.15,0.0007334,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b01063
O=Cc1ccc(O)c(Br)c1,303.15,0.0007658,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b01004
Nc1ccc(Cl)cc1[N+](=O)[O-],303.15,0.000613,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00919
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.0003894,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00778
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,303.15,3.031e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00693
N[C@H](Cc1c[nH]cn1)C(=O)O,303.15,0.0007143,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00659
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,303.15,0.0004584,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00632
OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,303.15,0.002612,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00286
N=C(N)NC(N)=S,303.15,7e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00458
O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.004865,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00560
Sc1nc2ccccc2[nH]1,303.15,1.49e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00190
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,3.638e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00497
CN(C)/C=C/C(=O)c1cccnc1,303.15,0.00228,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00047
N#CCc1ccccc1[N+](=O)[O-],303.15,0.05201,cyclohexane,C1CCCCC1,10.1021/acs.jced.9b00243
Cc1cccc(C(=O)O)c1N,303.15,0.0002704,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b01226
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,303.15,2.508e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b01101
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,303.15,0.0034599,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00663
N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.0002086,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00811
CC[C@@H](C(N)=O)N1CCCC1=O,303.15,4.907e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00720
N#Cc1cccc([N+](=O)[O-])c1,303.15,0.0009699,cyclohexane,C1CCCCC1,10.1021/acs.jced.7b00615
Nc1nc(Cl)cc(Cl)n1,303.15,0.0001152,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00292
O=c1nc[nH]c2[nH]ncc12,303.15,1.241e-06,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00430
Cc1cc(C)nc(Nc2ccccc2)n1,303.15,0.01572,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00124
CC(=O)c1cccc([N+](=O)[O-])c1,303.15,0.003332,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00192
CC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.004226,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00192
O=C(O)Cc1ccccc1Cl,303.15,0.006014,cyclohexane,C1CCCCC1,10.1021/acs.jced.8b00139
O=C(c1ccccc1)C(O)c1ccccc1,303.15,0.001748,cyclohexane,C1CCCCC1,10.1021/acs.jced.7b00743
C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Na+].[Na+],303.15,0.0002255,cyclohexane,C1CCCCC1,10.1021/acs.jced.7b00638
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,6.98e-05,cyclohexane,C1CCCCC1,10.1021/acs.jced.6b00761
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],303.15,3.6e-06,cyclohexane,C1CCCCC1,10.1021/acs.jced.6b00741
CC(=O)c1ccc(S(C)(=O)=O)cc1,303.15,0.0109,cyclohexane,C1CCCCC1,10.1021/acs.jced.6b00617
Clc1cc(Cl)cc(Cl)c1,303.15,0.3502,cyclohexane,C1CCCCC1,10.1021/acs.jced.5b00607
O=C1OC(=O)c2c(Cl)cccc21,303.15,0.0009087,cyclohexane,C1CCCCC1,10.1021/acs.jced.5b00526
O=C1OC(=O)c2cc(Cl)ccc21,303.15,0.001387,cyclohexane,C1CCCCC1,10.1021/acs.jced.5b00526
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.7507,cyclohexane,C1CCCCC1,10.1021/je401044h
O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.05491,cyclohexane,C1CCCCC1,10.1021/je401044h
CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.0004,cyclohexane,C1CCCCC1,10.1021/je200151j
CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.001056,cyclohexane,C1CCCCC1,10.1021/je200151j
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,303.15,0.008731,cyclohexane,C1CCCCC1,10.1021/je901024t
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,303.15,1.331e-05,cyclohexane,C1CCCCC1,10.1021/je800801x
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,303.15,0.00136961,cyclohexane,C1CCCCC1,10.1021/je800515w
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],303.15,2.87e-05,cyclohexane,C1CCCCC1,10.1021/je7007236
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.01453,cyclohexane,C1CCCCC1,10.1016/j.jct.2019.03.029
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,3.11e-05,cyclohexane,C1CCCCC1,10.1016/j.jct.2019.01.013
c1ccc(-c2nnn[nH]2)cc1,303.15,6.915e-06,cyclohexane,C1CCCCC1,10.1016/j.jct.2017.04.019
Cc1cc([N+](=O)[O-])ccc1N,303.15,8.08e-05,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.10.037
O=Cc1cccc([N+](=O)[O-])c1,303.15,0.005301,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.10.040
CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.001282,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.08.007
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,303.15,0.004479,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.05.005
Cc1cccc([N+](=O)[O-])c1N,303.15,0.003185,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.05.027
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,303.15,0.007819,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.01.023
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,303.15,0.000544,cyclohexane,C1CCCCC1,10.1016/j.jct.2016.03.039
O=c1ccc2ccccc2o1,303.15,0.006072,cyclohexane,C1CCCCC1,10.1016/j.fluid.2015.03.022
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.01154,DMSO,CS(C)=O,10.1021/acs.jced.0c00376
c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,0.00151,DMSO,CS(C)=O,10.1021/acs.jced.1c00163
Nc1nc(=O)[nH]cc1F,303.15,0.008382,DMSO,CS(C)=O,10.1021/acs.jced.1c00206
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.0999,DMSO,CS(C)=O,10.1021/acs.jced.0c00122
O=c1cc(CBr)c2ccccc2[nH]1,303.15,0.02316,DMSO,CS(C)=O,10.1021/acs.jced.0c00303
O=[N+]([O-])N(CCO)CCO.O=[N+]([O-])O.O=[N+]([O-])O,303.15,0.10672,DMSO,CS(C)=O,10.1021/acs.jced.0c00211
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0778,DMSO,CS(C)=O,10.1021/acs.jced.9b01192
COc1cc([N+](=O)[O-])ccc1N,303.15,0.2641,DMSO,CS(C)=O,10.1021/acs.jced.9b00991
O=Cc1ccc(O)c(Br)c1,303.15,0.02353,DMSO,CS(C)=O,10.1021/acs.jced.9b01004
NC(N)=NC(N)=NCCc1ccccc1,303.15,0.03051,DMSO,CS(C)=O,10.1021/acs.jced.9b00844
N[C@H](Cc1c[nH]cn1)C(=O)O,303.15,0.02319,DMSO,CS(C)=O,10.1021/acs.jced.9b00659
O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.2099,DMSO,CS(C)=O,10.1021/acs.jced.9b00560
c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,303.15,0.00443,DMSO,CS(C)=O,10.1021/acs.jced.9b00432
NNC(=O)NN.O=[N+]([O-])NC1=NC(C2N=NC(N[N+](=O)[O-])=N2)N=N1,303.15,0.0495134,DMSO,CS(C)=O,10.1021/acs.jced.9b00275
CC(=NC#N)N(C)Cc1ccc(Cl)nc1,303.15,0.4812,DMSO,CS(C)=O,10.1021/acs.jced.9b00294
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,303.15,0.009846,DMSO,CS(C)=O,10.1021/acs.jced.9b00229
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,0.004645,DMSO,CS(C)=O,10.1021/acs.jced.9b00258
N[C@H](CC(=O)O)C(=O)O,303.15,0.01251,DMSO,CS(C)=O,10.1021/acs.jced.9b00320
NC(=O)c1ccc([N+](=O)[O-])cc1,303.15,0.05043,DMSO,CS(C)=O,10.1021/acs.jced.9b00065
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,303.15,9.473e-05,DMSO,CS(C)=O,10.1021/acs.jced.8b01051
O=C(O)Cc1c[nH]c2ccccc12,303.15,4.199e-05,DMSO,CS(C)=O,10.1021/acs.jced.8b01265
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,303.15,0.0004281,DMSO,CS(C)=O,10.1021/acs.jced.8b01101
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,303.15,0.002612,DMSO,CS(C)=O,10.1021/acs.jced.8b01126
Nc1nc(Cl)c2[nH]cnc2n1,303.15,0.01269,DMSO,CS(C)=O,10.1021/acs.jced.8b01014
On1nnc2ccccc21,303.15,0.1026,DMSO,CS(C)=O,10.1021/acs.jced.7b00316
[NH3+]O.[NH3+]O.[O-]n1nnnc1-c1nnnn1[O-],303.15,0.001491,DMSO,CS(C)=O,10.1021/acs.jced.6b00009
O=[N+]([O-])N1CN2CN(C1)CN([N+](=O)[O-])C2,303.15,1.35958e-06,DMSO,CS(C)=O,10.1021/acs.jced.5b00033
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,303.15,0.042481,DMSO,CS(C)=O,10.1021/je500787x
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],303.15,0.13927,DMSO,CS(C)=O,10.1021/je500068b
NC(N)=C([N+](=O)[O-])[N+](=O)[O-],303.15,0.1906,DMSO,CS(C)=O,10.1021/je900235s
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,303.15,0.01804,DMSO,CS(C)=O,10.1021/je800991v
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,303.15,0.000519,DMSO,CS(C)=O,10.1021/je800291t
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+],303.15,0.077911,DMSO,CS(C)=O,10.1021/je600564q
Nc1ccc(Oc2ccc(N)cc2)cc1,303.15,0.1587,DMSO,CS(C)=O,10.1021/acs.jced.0c00965
COc1cc([N+](=O)[O-])ccc1N,303.15,0.2641,DMSO,CS(C)=O,10.1021/acs.jced.0c00041
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,303.15,0.02627,DMSO,CS(C)=O,10.1021/acs.jced.9b01139
N[C@H](Cc1c[nH]cn1)C(=O)O,303.15,0.02319,DMSO,CS(C)=O,10.1021/acs.jced.9b01051
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,303.15,0.0006979,DMSO,CS(C)=O,10.1021/acs.jced.9b00216
CCCc1cc(=O)[nH]c(=S)[nH]1,303.15,0.2188,DMSO,CS(C)=O,10.1021/acs.jced.9b00201
O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,303.15,0.008402,DMSO,CS(C)=O,10.1021/acs.jced.8b00732
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,303.15,0.01289,DMSO,CS(C)=O,10.1021/acs.jced.7b00982
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,0.05442,DMSO,CS(C)=O,10.1016/j.jct.2020.106365
O=c1cc(CO)occ1O,303.15,0.2589,DMSO,CS(C)=O,10.1016/j.jct.2020.106280
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.24001,DMSO,CS(C)=O,10.1016/j.jct.2020.106239
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.1032,DMSO,CS(C)=O,10.1016/j.jct.2020.106116
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,0.01403,DMSO,CS(C)=O,10.1016/j.jct.2019.105882
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.2278,DMSO,CS(C)=O,10.1016/j.jct.2019.01.013
c1ccc(-c2nnn[nH]2)cc1,303.15,0.3297,DMSO,CS(C)=O,10.1016/j.jct.2017.04.019
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,303.15,0.0184,DMSO,CS(C)=O,10.1016/j.jct.2016.05.003
Nc1ccc(Oc2ccc(N)cc2)cc1,303.15,0.158583,DMSO,CS(C)=O,10.1016/j.fluid.2013.07.010
O=C(Nc1ccccc1)c1ccccc1,303.15,0.009208,diethyl ether,CCOCC,10.1021/acs.jced.0c00167
c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,303.15,0.0178,diethyl ether,CCOCC,10.1021/je1009812
COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,303.15,0.01142,diethyl ether,CCOCC,10.1021/je100341q
COc1ccc(P(=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,303.15,0.01181,diethyl ether,CCOCC,10.1021/je100341q
O=C(Nc1ccccc1)c1ccccc1,303.15,0.001259,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.0c00167
O=C1OC(=O)c2c(Cl)cccc21,303.15,0.007286,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.5b00526
O=C1OC(=O)c2cc(Cl)ccc21,303.15,0.0169,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/acs.jced.5b00526
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,303.15,0.7923,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je401044h
O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.3801,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je401044h
c1ccc2c(c1)oc1ccccc12,303.15,0.2639,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je201282d
O=C1c2ccccc2-c2ccccc21,303.15,0.2411,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je201282d
Nc1ccc(O)c(C(=O)O)c1,303.15,0.003187,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je900646u
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,303.15,0.003462,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1021/je900540d
Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.006617,tetrachloromethane,ClC(Cl)(Cl)Cl,10.1016/j.jct.2017.02.008
Nc1ccc(S(N)(=O)=O)cc1,303.15,0.001609,benzene,c1ccccc1,10.1021/acs.jced.9b00411
CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,303.15,0.00301,benzene,c1ccccc1,10.1021/acs.jced.7b00585
O=[N+]([O-])c1c[nH]nc1[N+](=O)[O-],303.15,0.002108,benzene,c1ccccc1,10.1021/acs.jced.6b00219
Nc1ccc(Cc2ccc(N)cc2)cc1,303.15,0.039,benzene,c1ccccc1,10.1021/je501111d
O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,303.15,0.003852,benzene,c1ccccc1,10.1021/je400412z
CCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000263,benzene,c1ccccc1,10.1021/je200151j
CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,303.15,0.000357,benzene,c1ccccc1,10.1021/je200151j
CP(=O)(O)c1ccccc1,303.15,0.0809,benzene,c1ccccc1,10.1021/je1009812
CP1(=O)OCC2(CO1)COP(C)(=O)OC2,303.15,0.00032,benzene,c1ccccc1,10.1021/je9004189
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.050737,benzene,c1ccccc1,10.1016/j.fluid.2017.04.008
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,0.0048,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00558
O=C(O)COc1ccc(Cl)cc1,303.15,0.04964,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00153
Cc1c(N)cccc1C(=O)O,303.15,0.002399,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00109
CSCCC(NC(C)=O)C(=O)O,303.15,0.0084,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00064
O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.000153,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00794
CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-],303.15,0.00597,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00752
OCC(O)COc1ccc(Cl)cc1,303.15,0.09255,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00900
CCOc1ccccc1C(N)=O,303.15,0.01417,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01081
O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0567681,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01078
O=C(O)c1cccc(O)c1O,303.15,0.06206,methyl acetate,COC(C)=O,10.1021/acs.jced.0c01032
c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.0007584,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00724
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.0211,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00201
CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.000126,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00079
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,303.15,0.043581,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00201
Nc1cccc(C(=O)O)c1,303.15,0.01084,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00247
O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,303.15,0.054099,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00240
O=C1N=c2ccccc2=N1,303.15,0.0021089,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00165
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.2525,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00166
CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,303.15,0.00012,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00485
COc1cc2c(cc1OC)C(=O)CC2,303.15,0.098596,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00040
CC(=O)N1CCC[C@H]1C(=O)O,303.15,0.01466,methyl acetate,COC(C)=O,10.1021/acs.jced.1c00032
CCCOC(=O)c1ccc(O)cc1,303.15,0.2124,methyl acetate,COC(C)=O,10.1021/acs.jced.0c00584
O=c1[nH]c2ccccc2c(=O)o1,303.15,0.005735,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01164
CC(=O)N[C@@H](CC(C)C)C(=O)O,303.15,0.002233,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01151
CN(C)Cc1c[nH]c2ccccc12,303.15,0.0022546,methyl acetate,COC(C)=O,10.1021/acs.jced.9b01063
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0001846,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00703
NCCCCCC(=O)O,303.15,0.000154,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00543
CC1(C)COP(=O)(Oc2cccc(OP3(=O)OCC(C)(C)CO3)c2)OC1,303.15,0.00347,methyl acetate,COC(C)=O,10.1021/acs.jced.7b00695
NS(=O)(=O)c1ccccc1,303.15,0.07435,methyl acetate,COC(C)=O,10.1021/acs.jced.9b00360
N#CCC(N)=O,303.15,0.03074,methyl acetate,COC(C)=O,10.1021/acs.jced.8b01205
NC(=O)c1ccc(N)cc1,303.15,0.002174,methyl acetate,COC(C)=O,10.1021/acs.jced.8b01144
Cc1nc(C)c(C)nc1C,303.15,0.21592,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00888
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,303.15,0.0064589,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00663
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,303.15,0.00029612,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00717
O=C(O)c1cc2ccccc2cc1O,303.15,0.02496,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00578
CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,303.15,5.7e-06,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00551
NC(=O)c1cccnc1,303.15,0.0155506,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00560
O=C(O)c1ccccc1,303.15,0.213,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00025
O=C(c1ccccc1)c1ccccc1,303.15,0.4549,methyl acetate,COC(C)=O,10.1021/acs.jced.8b00196
